year,GEOID,NAME,state,county,tract,pop_total,median_hh_income,hh_total,hh_no_vehicle,disability_total,disability_with,age_65_plus,pct_65_plus,pct_no_vehicle_hh,pct_disabled,transportation_need_index_0_100,need_quintile
2024,17031120200,Census Tract 1202; Cook County; Illinois,17,31,120200,4600,141458,1805,76,4600,1073,940,0.2043478260869565,0.0421052631578947,0.2332608695652173,43.69,Low
2024,17031120300,Census Tract 1203; Cook County; Illinois,17,31,120300,7025,139338,2589,167,6998,1979,1210,0.1722419928825622,0.0645036693704132,0.2827950843098028,48.96,Moderate
2024,17031120400,Census Tract 1204; Cook County; Illinois,17,31,120400,3992,108145,1334,99,3992,992,294,0.0736472945891783,0.0742128935532233,0.2484969939879759,37.41,Very Low
2024,17031130100,Census Tract 1301; Cook County; Illinois,17,31,130100,5418,34565,1874,464,5205,1535,1843,0.3401624215577704,0.247598719316969,0.2949087415946205,89.5,Very High
2024,17031130200,Census Tract 1302; Cook County; Illinois,17,31,130200,1394,120625,705,31,1394,259,332,0.2381635581061693,0.0439716312056737,0.1857962697274031,40.64,Low
2024,17031130300,Census Tract 1303; Cook County; Illinois,17,31,130300,4944,67833,1898,184,4944,877,601,0.1215614886731391,0.0969441517386722,0.1773867313915857,43.14,Low
2024,17031140100,Census Tract 1401; Cook County; Illinois,17,31,140100,3610,78686,1269,188,3610,771,244,0.067590027700831,0.1481481481481481,0.213573407202216,43.29,Low
2024,17031140200,Census Tract 1402; Cook County; Illinois,17,31,140200,6048,75067,1962,387,5895,1208,619,0.1023478835978836,0.1972477064220183,0.2049194232400339,49.1,Moderate
2024,17031140301,Census Tract 1403.01; Cook County; Illinois,17,31,140301,2715,75616,917,198,2715,553,256,0.0942909760589318,0.2159214830970556,0.203683241252302,48.35,Moderate
2024,17031140302,Census Tract 1403.02; Cook County; Illinois,17,31,140302,3407,97574,1345,214,3064,513,643,0.1887290871734664,0.1591078066914498,0.1674281984334203,47.96,Moderate
2024,17031140400,Census Tract 1404; Cook County; Illinois,17,31,140400,5850,110306,2085,267,5850,948,1300,0.2222222222222222,0.1280575539568345,0.162051282051282,46.62,Moderate
2024,17031140500,Census Tract 1405; Cook County; Illinois,17,31,140500,3315,73889,1428,125,3315,636,533,0.1607843137254902,0.0875350140056022,0.1918552036199095,48.2,Moderate
2024,17031140601,Census Tract 1406.01; Cook County; Illinois,17,31,140601,2468,85375,864,113,2468,468,361,0.1462722852512155,0.130787037037037,0.1896272285251215,45.41,Moderate
2024,17031140602,Census Tract 1406.02; Cook County; Illinois,17,31,140602,4211,62033,1684,290,4211,801,333,0.0790786036570885,0.172209026128266,0.1902161006886725,45.88,Moderate
2024,17031140701,Census Tract 1407.01; Cook County; Illinois,17,31,140701,2870,97500,1050,241,2870,490,228,0.0794425087108014,0.2295238095238095,0.1707317073170731,36.85,Very Low
2024,17031140702,Census Tract 1407.02; Cook County; Illinois,17,31,140702,5120,76392,2189,666,5120,783,658,0.128515625,0.3042485153037917,0.1529296875,48.31,Moderate
2024,17031140800,Census Tract 1408; Cook County; Illinois,17,31,140800,5924,108958,2642,428,5924,817,592,0.099932478055368,0.161998485995458,0.137913571910871,31.4,Very Low
2024,17031150200,Census Tract 1502; Cook County; Illinois,17,31,150200,7406,105145,2962,528,7406,1419,1095,0.1478530920874966,0.1782579338284942,0.1916014042668107,44.03,Low
2024,17031150300,Census Tract 1503; Cook County; Illinois,17,31,150300,7180,89097,3251,155,7180,1194,1120,0.1559888579387186,0.0476776376499538,0.1662952646239554,35.7,Very Low
2024,17031150401,Census Tract 1504.01; Cook County; Illinois,17,31,150401,5310,86563,1822,167,5310,1384,847,0.1595103578154425,0.0916575192096597,0.2606403013182674,55.67,High
2024,17031150402,Census Tract 1504.02; Cook County; Illinois,17,31,150402,3923,103939,1331,107,3923,925,554,0.1412184552638287,0.0803906836964688,0.2357889370379811,44.53,Low
2024,17031150501,Census Tract 1505.01; Cook County; Illinois,17,31,150501,3935,126471,1572,99,3935,626,735,0.1867852604828462,0.0629770992366412,0.1590851334180432,35.15,Very Low
2024,17031150502,Census Tract 1505.02; Cook County; Illinois,17,31,150502,4460,79659,1539,173,4460,1216,745,0.1670403587443946,0.1124106562703053,0.2726457399103139,61.81,High
2024,17031150600,Census Tract 1506; Cook County; Illinois,17,31,150600,4036,102399,1447,139,4036,1044,546,0.1352824578790882,0.096060815480304,0.2586719524281466,48.72,Moderate
2024,17031150700,Census Tract 1507; Cook County; Illinois,17,31,150700,3915,132361,1417,188,3915,1072,499,0.1274584929757343,0.1326746647847565,0.2738186462324393,47.36,Moderate
2024,17031150800,Census Tract 1508; Cook County; Illinois,17,31,150800,4652,92443,1740,135,4652,791,581,0.1248925193465176,0.0775862068965517,0.1700343938091143,34.38,Very Low
2024,17031151001,Census Tract 1510.01; Cook County; Illinois,17,31,151001,2616,94435,869,20,2616,669,225,0.0860091743119266,0.0230149597238204,0.2557339449541284,35.51,Very Low
2024,17031151002,Census Tract 1510.02; Cook County; Illinois,17,31,151002,4473,75875,1715,326,4473,874,355,0.0793650793650793,0.1900874635568513,0.1953945897607869,44.24,Low
2024,17031151100,Census Tract 1511; Cook County; Illinois,17,31,151100,5408,62717,1920,319,5408,1339,701,0.1296227810650887,0.1661458333333333,0.2475961538461538,60.81,High
2024,17031151200,Census Tract 1512; Cook County; Illinois,17,31,151200,3447,69776,1291,114,3444,532,734,0.21293878735132,0.0883036405886909,0.1544715447154471,52.11,Moderate
2024,17031160100,Census Tract 1601; Cook County; Illinois,17,31,160100,2614,111250,1014,63,2614,598,414,0.1583779648048967,0.0621301775147929,0.2287681713848508,42.77,Low
2024,17031160200,Census Tract 1602; Cook County; Illinois,17,31,160200,3363,132599,1353,185,3335,851,495,0.1471900089206066,0.1367331855136733,0.2551724137931034,48.28,Moderate
2024,17031160300,Census Tract 1603; Cook County; Illinois,17,31,160300,3567,68887,1895,375,3506,663,390,0.1093355761143818,0.1978891820580474,0.1891043924700513,48.76,Moderate
2024,17031160400,Census Tract 1604; Cook County; Illinois,17,31,160400,5419,81375,2226,477,5419,1320,423,0.0780586824137294,0.2142857142857142,0.2435873777449713,51.06,Moderate
2024,17031160501,Census Tract 1605.01; Cook County; Illinois,17,31,160501,3524,80179,1399,155,3524,602,403,0.1143586833144154,0.1107934238741958,0.1708286038592508,38.99,Low
2024,17031160502,Census Tract 1605.02; Cook County; Illinois,17,31,160502,4227,114719,1548,173,4227,1124,490,0.1159214572983203,0.1117571059431524,0.2659096285781878,46.04,Moderate
2024,17031160601,Census Tract 1606.01; Cook County; Illinois,17,31,160601,3049,75536,1530,230,3049,628,237,0.0777304034109544,0.1503267973856209,0.2059691702197441,44.16,Low
2024,17031160602,Census Tract 1606.02; Cook County; Illinois,17,31,160602,3418,99531,1570,149,3418,725,367,0.1073727325921591,0.0949044585987261,0.2121123464014043,38.73,Low
2024,17031160700,Census Tract 1607; Cook County; Illinois,17,31,160700,6093,93750,2500,338,5918,1146,1088,0.178565567044149,0.1352,0.193646502196688,49.38,Moderate
2024,17031160800,Census Tract 1608; Cook County; Illinois,17,31,160800,4677,87676,1799,109,4677,1076,500,0.10690613641223,0.0605892162312395,0.2300620055591191,40.76,Low
2024,17031160900,Census Tract 1609; Cook County; Illinois,17,31,160900,2496,109598,995,111,2496,473,270,0.1081730769230769,0.1115577889447236,0.1895032051282051,34.1,Very Low
2024,17031161000,Census Tract 1610; Cook County; Illinois,17,31,161000,2060,109524,894,72,2060,402,296,0.1436893203883495,0.0805369127516778,0.1951456310679611,37.18,Very Low
2024,17031161100,Census Tract 1611; Cook County; Illinois,17,31,161100,2098,149722,800,43,2098,518,145,0.0691134413727359,0.05375,0.2469018112488084,29.76,Very Low
2024,17031161200,Census Tract 1612; Cook County; Illinois,17,31,161200,2837,80132,1074,229,2837,699,385,0.1357067324638702,0.2132216014897579,0.2463870285512865,58.72,High
2024,17031161300,Census Tract 1613; Cook County; Illinois,17,31,161300,3890,59353,1634,460,3850,1021,416,0.1069408740359897,0.2815177478580171,0.2651948051948052,65.29,Very High
2024,17031170100,Census Tract 1701; Cook County; Illinois,17,31,170100,2085,51944,1112,138,1931,55,895,0.4292565947242206,0.1241007194244604,0.0284826514759192,59.48,High
2024,17031170200,Census Tract 1702; Cook County; Illinois,17,31,170200,3553,110602,1249,94,3553,824,585,0.1646495918941739,0.0752602081665332,0.2319166901210244,45.94,Moderate
2024,17031170300,Census Tract 1703; Cook County; Illinois,17,31,170300,4794,82203,1874,97,4792,922,906,0.1889862327909887,0.051760939167556,0.1924040066777963,46.01,Moderate
2024,17031170400,Census Tract 1704; Cook County; Illinois,17,31,170400,4074,110800,1597,141,4074,830,641,0.1573392243495336,0.0882905447714464,0.2037309769268532,41.4,Low
2024,17031170500,Census Tract 1705; Cook County; Illinois,17,31,170500,4899,85250,2018,61,4899,1147,858,0.1751377832210655,0.0302279484638255,0.2341294141661563,47.93,Moderate
2024,17031170600,Census Tract 1706; Cook County; Illinois,17,31,170600,2500,81004,953,47,2500,528,577,0.2308,0.049317943336831,0.2112,53.02,High
2024,17031170700,Census Tract 1707; Cook County; Illinois,17,31,170700,3323,90611,1166,41,3323,734,630,0.1895877219380078,0.0351629502572898,0.2208847427023773,46.59,Moderate
2024,17031170800,Census Tract 1708; Cook County; Illinois,17,31,170800,4097,80446,1505,160,4097,725,739,0.1803758847937515,0.1063122923588039,0.1769587503051013,48.77,Moderate
2024,17031170900,Census Tract 1709; Cook County; Illinois,17,31,170900,1854,64202,646,56,1854,253,321,0.1731391585760517,0.0866873065015479,0.1364617044228694,47.37,Moderate
2024,17031171000,Census Tract 1710; Cook County; Illinois,17,31,171000,6178,86597,2763,201,6178,1155,939,0.1519909355778569,0.0727470141150923,0.1869537067011978,41.03,Low
2024,17031171100,Census Tract 1711; Cook County; Illinois,17,31,171100,3876,95781,1336,60,3876,740,656,0.1692466460268318,0.0449101796407185,0.1909184726522187,38.87,Low
2024,17031180100,Census Tract 1801; Cook County; Illinois,17,31,180100,7040,86632,2289,73,6933,1637,857,0.1217329545454545,0.0318916557448667,0.2361171210154334,39.95,Low
2024,17031190100,Census Tract 1901; Cook County; Illinois,17,31,190100,2423,56713,862,237,2423,500,335,0.1382583574081717,0.2749419953596287,0.2063557573256293,60.76,High
2024,17031190200,Census Tract 1902; Cook County; Illinois,17,31,190200,5766,80380,1624,194,5766,1485,611,0.10596600763094,0.1194581280788177,0.2575442247658689,51.69,Moderate
2024,17031190300,Census Tract 1903; Cook County; Illinois,17,31,190300,5728,78750,1976,378,5728,1106,950,0.1658519553072625,0.1912955465587044,0.1930865921787709,54.2,High
2024,17031190401,Census Tract 1904.01; Cook County; Illinois,17,31,190401,3855,115000,1250,74,3855,712,350,0.0907911802853437,0.0592,0.1846952010376135,25.61,Very Low
2024,17031190402,Census Tract 1904.02; Cook County; Illinois,17,31,190402,4580,63140,1726,228,4580,903,781,0.1705240174672489,0.1320973348783314,0.1971615720524017,56.76,High
2024,17031190601,Census Tract 1906.01; Cook County; Illinois,17,31,190601,3788,77316,1075,19,3788,629,536,0.1414994720168954,0.0176744186046511,0.1660506863780359,32.64,Very Low
2024,17031190602,Census Tract 1906.02; Cook County; Illinois,17,31,190602,5745,82232,1551,135,5526,1577,782,0.136118363794604,0.0870406189555125,0.2853782120883098,55.32,High
2024,17031190701,Census Tract 1907.01; Cook County; Illinois,17,31,190701,2684,68810,898,118,2684,770,313,0.1166169895678092,0.131403118040089,0.2868852459016393,60.0,High
2024,17031190702,Census Tract 1907.02; Cook County; Illinois,17,31,190702,4392,62813,1482,325,4392,1103,776,0.1766848816029144,0.219298245614035,0.2511384335154827,70.75,Very High
2024,17031190800,Census Tract 1908; Cook County; Illinois,17,31,190800,6018,52880,1841,253,6018,1208,1076,0.1787969425058158,0.1374253123302553,0.2007311399135925,61.31,High
2024,17031190900,Census Tract 1909; Cook County; Illinois,17,31,190900,1818,77778,618,74,1818,480,398,0.2189218921892189,0.1197411003236245,0.264026402640264,67.79,Very High
2024,17031191000,Census Tract 1910; Cook County; Illinois,17,31,191000,2315,58182,722,71,2315,557,368,0.158963282937365,0.0983379501385041,0.2406047516198704,61.02,High
2024,17031191100,Census Tract 1911; Cook County; Illinois,17,31,191100,6279,51958,1931,281,6279,1787,766,0.1219939480809046,0.1455204557224236,0.284599458512502,65.12,Very High
2024,17031191200,Census Tract 1912; Cook County; Illinois,17,31,191200,3836,51449,1083,153,3836,1228,456,0.1188738269030239,0.1412742382271468,0.3201251303441084,66.53,Very High
2024,17031191301,Census Tract 1913.01; Cook County; Illinois,17,31,191301,4856,69783,1505,220,4856,1349,773,0.1591845140032949,0.1461794019933555,0.2778006589785832,65.84,Very High
2024,17031191302,Census Tract 1913.02; Cook County; Illinois,17,31,191302,4227,62146,1065,241,4227,1113,513,0.1213626685592619,0.2262910798122065,0.2633073101490418,64.35,Very High
2024,17031200100,Census Tract 2001; Cook County; Illinois,17,31,200100,4004,81131,1310,233,4004,1045,438,0.1093906093906093,0.1778625954198473,0.260989010989011,55.62,High
2024,17031200200,Census Tract 2002; Cook County; Illinois,17,31,200200,4601,69335,1665,223,4601,923,616,0.1338839382742882,0.1339339339339339,0.2006085633557922,50.43,Moderate
2024,17031200300,Census Tract 2003; Cook County; Illinois,17,31,200300,1858,48977,734,29,1858,408,189,0.1017222820236813,0.0395095367847411,0.2195909580193756,45.39,Moderate
2024,17031200401,Census Tract 2004.01; Cook County; Illinois,17,31,200401,3138,69046,931,90,3125,941,406,0.1293817718291905,0.0966702470461869,0.30112,59.91,High
2024,17031200402,Census Tract 2004.02; Cook County; Illinois,17,31,200402,4378,80784,1336,22,4378,1102,320,0.0730927364093193,0.0164670658682634,0.2517131110095934,36.33,Very Low
2024,17031210100,Census Tract 2101; Cook County; Illinois,17,31,210100,4206,115018,1777,194,4206,699,294,0.0699001426533523,0.1091727630838491,0.166191155492154,26.33,Very Low
2024,17031210400,Census Tract 2104; Cook County; Illinois,17,31,210400,3095,71183,1071,225,3005,821,296,0.095638126009693,0.2100840336134453,0.2732113144758735,59.44,High
2024,17031210501,Census Tract 2105.01; Cook County; Illinois,17,31,210501,2899,76379,1478,293,2899,353,163,0.0562262849258364,0.1982408660351826,0.1217661262504311,36.29,Very Low
2024,17031210502,Census Tract 2105.02; Cook County; Illinois,17,31,210502,4300,78881,1509,155,4300,783,386,0.0897674418604651,0.1027170311464546,0.1820930232558139,37.18,Very Low
2024,17031210601,Census Tract 2106.01; Cook County; Illinois,17,31,210601,2429,84271,1082,199,2426,364,272,0.1119802387813915,0.1839186691312384,0.1500412201154163,40.32,Low
2024,17031210602,Census Tract 2106.02; Cook County; Illinois,17,31,210602,3942,87571,1636,416,3942,761,355,0.0900558092338914,0.254278728606357,0.1930492135971588,43.64,Low
2024,17031210700,Census Tract 2107; Cook County; Illinois,17,31,210700,3769,89196,1569,279,3769,802,383,0.1016184664367206,0.1778202676864244,0.2127885380737596,45.16,Moderate
2024,17031210800,Census Tract 2108; Cook County; Illinois,17,31,210800,1073,104701,461,56,1068,141,64,0.059645852749301,0.1214750542299349,0.1320224719101123,25.9,Very Low
2024,17031210900,Census Tract 2109; Cook County; Illinois,17,31,210900,3060,101288,1598,274,3060,418,381,0.1245098039215686,0.1714643304130162,0.1366013071895424,36.35,Very Low
2024,17031220300,Census Tract 2203; Cook County; Illinois,17,31,220300,2142,101875,978,120,2113,314,180,0.0840336134453781,0.1226993865030674,0.1486038807382868,29.51,Very Low
2024,17031220400,Census Tract 2204; Cook County; Illinois,17,31,220400,2530,126273,1162,250,2530,380,442,0.1747035573122529,0.2151462994836488,0.150197628458498,42.43,Low
2024,17031220500,Census Tract 2205; Cook County; Illinois,17,31,220500,2897,102552,1441,387,2897,373,432,0.1491197790818087,0.2685634975711312,0.1287538833275802,42.4,Low
2024,17031220601,Census Tract 2206.01; Cook County; Illinois,17,31,220601,1680,134000,764,126,1680,277,113,0.0672619047619047,0.1649214659685864,0.1648809523809523,26.99,Very Low
2024,17031220602,Census Tract 2206.02; Cook County; Illinois,17,31,220602,4358,77650,2588,1292,4353,595,462,0.1060119320789352,0.4992272024729521,0.136687342062945,47.72,Moderate
2024,17031220701,Census Tract 2207.01; Cook County; Illinois,17,31,220701,2851,77904,1199,208,2851,420,178,0.0624342336022448,0.1734778982485404,0.1473167309715889,36.29,Very Low
2024,17031220702,Census Tract 2207.02; Cook County; Illinois,17,31,220702,3903,84167,1656,277,3882,791,276,0.0707148347425057,0.1672705314009661,0.2037609479649665,41.63,Low
2024,17031220901,Census Tract 2209.01; Cook County; Illinois,17,31,220901,2994,96458,1056,202,2994,463,320,0.10688042752171,0.1912878787878787,0.1546426185704743,37.45,Very Low
2024,17031220902,Census Tract 2209.02; Cook County; Illinois,17,31,220902,3020,82104,1047,152,3020,690,217,0.0718543046357615,0.1451766953199618,0.2284768211920529,44.89,Low
2024,17031221000,Census Tract 2210; Cook County; Illinois,17,31,221000,2504,91914,1103,226,2504,259,70,0.0279552715654952,0.2048957388939256,0.1034345047923322,30.42,Very Low
2024,17031221100,Census Tract 2211; Cook County; Illinois,17,31,221100,4186,104342,1988,368,3904,426,517,0.1235069278547539,0.1851106639839034,0.1091188524590164,34.93,Very Low
2024,17031221200,Census Tract 2212; Cook County; Illinois,17,31,221200,3096,127795,1285,278,3096,722,158,0.0510335917312661,0.2163424124513618,0.233204134366925,39.27,Low
